Submit_ID,Brand_Reg,Model_No,SoldIn,screensize,Screen_Tech,Avg_mode_power,Energy,Availability Status,Star2,Screen_Size2
165800,LG,OLED65B56LA,"Australia,New Zealand",163.897,OLED,106,389,Available,5.5,164
165799,LG,OLED65B5PSA,"Australia,New Zealand",163.897,OLED,106,389,Available,5.5,164
165798,LG,OLED55B56LA,"Australia,New Zealand",138.783,OLED,88,324,Available,5,139
165797,LG,OLED55B5PSA,"Australia,New Zealand",138.783,OLED,88,324,Available,5,139
165796,LG,OLED48C56LA,"Australia,New Zealand",120.721,OLED,76,280,Available,4.5,121
165795,LG,OLED48C5PSA,"Australia,New Zealand",120.721,OLED,76,280,Available,4.5,121
165794,LG,50QNED81ASA,"Australia,New Zealand",125.727,LCD (LED),68,251,Available,5.5,126
165793,LG,50QNED80A6A,"Australia,New Zealand",125.727,LCD (LED),68,251,Available,5.5,126
165789,QBELL,QTU50T,"Australia,Fiji,New Zealand",125.731,LCD (LED),76.8,284,Available,5,126
165788,EKO,K50UST,"Australia,Fiji,New Zealand",125.731,LCD (LED),76.8,284,Available,5,126
165781,SAMSUNG,**32F6000F*,"Australia,Fiji,New Zealand",80.008,LCD (LED),36,134,Available,4.5,80
165775,SONY,K-65XR80M2,"Australia,New Zealand",163.878,OLED,102.9,381,Available,5.5,164
165774,SONY,K-55XR80M2,"Australia,New Zealand",138.798,OLED,91.6,341,Available,5,139
165767,QBELL,QTU55T,"Australia,Fiji,New Zealand",138.783,LCD,92.1,339,Available,5,139
165765,EKO,K55USTW,"Australia,Fiji,New Zealand",138.783,LCD,92.1,339,Available,5,139
165764,EKO,K65USTW,"Australia,Fiji,New Zealand",163.896,LCD,113.2,416,Available,5.5,164
165713,DGTEC,DG24HDDVD12V,Australia,59.827,LCD (LED),20.96,78,Available,5,60
165703,LINSAR,LS24HDNF-12V,"Australia,Fiji,New Zealand",59.824,LCD,17.766,68,Available,6,60
165660,CHIQ,U75M9,"Australia,Fiji,New Zealand",189.34,LCD,154.23,608,Available,5,189
165651,JVC,JV6524M,New Zealand,163.897,LCD (LED),97.7,450,Available,5,164
165650,JVC,JV5524M,New Zealand,138.783,LCD (LED),65.9,270,Available,6,139
165639,BAUHN,ATV24HDW-0225,"Australia,Fiji,New Zealand",59.824,LCD,17.766,68,Available,6,60
165638,LG,OLED83G56LA,"Australia,New Zealand",209.585,OLED,189,692,Available,5,210
165637,LG,OLED83G5PSA,"Australia,New Zealand",209.585,OLED,189,692,Available,5,210
165636,LG,OLED77C56LA,"Australia,New Zealand",194.738,OLED,163,597,Available,5,195
165635,LG,OLED77C5PSA,"Australia,New Zealand",194.738,OLED,163,597,Available,5,195
165634,LG,OLED65C56LA,"Australia,New Zealand",163.897,OLED,124,455,Available,5,164
165633,LG,OLED65C5PSA,"Australia,New Zealand",163.897,OLED,124,455,Available,5,164
165632,LG,OLED55G55LW,"Australia,New Zealand",138.783,OLED,96,353,Available,4.5,139
165631,LG,OLED55G5PSA,"Australia,New Zealand",138.783,OLED,96,353,Available,4.5,139
165630,LG,OLED55C56LA,"Australia,New Zealand",138.783,OLED,101,371,Available,4.5,139
165629,LG,OLED55C5PSA,"Australia,New Zealand",138.783,OLED,101,371,Available,4.5,139
165628,LG,86NANO80ASA,"Australia,New Zealand",217.425,LCD (LED),212,776,Available,5,217
165627,LG,86NANO80A6A,"Australia,New Zealand",217.425,LCD (LED),212,776,Available,5,217
165605,KOGAN,KAQL65R96KA,"Australia,Fiji,New Zealand",163.897,LCD (LED),92.9,400,Available,5.5,164
165604,KOGAN,KAQL55R96KA,"Australia,Fiji,New Zealand",138.783,LCD (LED),69.4,280,Available,5.5,139
165603,KOGAN,KAQL100XQ98GSV series,"Australia,Fiji,New Zealand",252.751,OLED,446.3,1670,Available,3,253
165599,KOGAN,KAOD77X98JSV series,"Australia,Fiji,New Zealand",194.677,OLED,131.1,540,Available,5.5,195
165597,KOGAN,KAQL50R96KA,"Australia,Fiji,New Zealand",125.812,LCD (LED),56.9,250,Available,5.5,126
165569,SAMSUNG ELECTRONICS,UA55TU8000,"Australia,Fiji,New Zealand",138.798,LCD (LED),102,375,Available,4.5,139
165568,SAMSUNG ELECTRONICS,UA65TU8000W,"Australia,Fiji,New Zealand",163.878,LCD (LED),116,426,Available,5,164
165566,SAMSUNG ELECTRONICS,UA50TU8000W,"Australia,Fiji,New Zealand",125.725,LCD (LED),91,335,Available,4,126
165561,SVISION,SV43FWOS,"Australia,Fiji,New Zealand",108.593,LCD (LED),43,159,Available,6,109
165499,QBELL,QTH32T,"Australia,Fiji,New Zealand",80.039,LCD (LED),35.3,131,Available,5,80
165465,AIWA,AWS320DVD,Australia,80.039,LCD (LED),33.5,125,Available,5,80
165432,EKO,K32HST,"Australia,Fiji,New Zealand",80.039,LCD (LED),31,131,Available,5,80
165430,POLAROID,PL7024WOS,"Australia,New Zealand",176.535,LCD,108.294,397,Available,6,177
165429,SONIQ,G65UV50A,"Australia,Fiji,New Zealand",163.896,LCD,92.076,340,Available,6,164
165408,AKAI,AK55324S7WOS,"Australia,Fiji,New Zealand",138.783,LCD (LED),68.12,256,Available,6,139
165405,AKAI,AK4324S7WOS,Australia,107.978,LCD,44.2,172,Available,6,108
165404,AKAI,AK3223S7WOS,Australia,80.043,LCD (LED),27.14,101,Available,6,80
165339,LINSAR,LS32HDNF-12V,Australia,80.039,LCD (LED),27.036,102,Available,6,80
165324,EKO,K700UATW,"Australia,Fiji,New Zealand",176.539,LCD,153.11,561,Available,4.5,177
165321,BLAUPUNKT,"BP24****（*=Blank, 0-9,A-Z,a-z for marketing purpose, no technical difference)","Australia,Fiji,New Zealand",60.469,LCD (LED),16.33,76,Available,5.5,60
165232,AOA,LTD19FT,"Australia,Fiji,New Zealand",47.013,LCD (LED),15.3,58,Available,5,47
165159,HYUNDAI,H65UHDMLDGTV,"Australia,Fiji,New Zealand",163.829,LCD (LED),149.6,576,Available,4,164
165152,PALSONIC,PT6515SU,Australia,163.896,LCD (LED),105.43,439,Available,5,164
165123,BAUHN,ATV70UHDW-1124,"Australia,New Zealand",176.535,LCD,108.294,397,Available,6,177
165119,SAMSUNG ELECTRONICS,BE98D-H,"Australia,Fiji,New Zealand",247.688,LCD (LED),332,1215,Available,4,248
165089,PHILIPS,65PML8969/98,"Australia,New Zealand",163.896,LCD (LED),168,645,Available,3.5,164
165072,KONIC,KUD65GS677AM,New Zealand,163.896,LCD (LED),117.3,431,Available,5,164
165071,KONIC,KUD50GS677AM,New Zealand,125.731,LCD (LED),88.8,327,Available,4,126
165051,PHILIPS,55PML8969/98,"Australia,New Zealand",138.783,LCD (LED),120,470,Available,3.5,139
165030,KOGAN,KALED75U95T*,"Australia,Fiji,New Zealand",189.34,LCD (LED),154.03,608,Available,5,189
165029,PHILIPS,50PUT7129/98,"Australia,New Zealand",125.731,LCD (LED),96,386,Available,3.5,126
165028,KOGAN,KALED65U95T*,"Australia,Fiji,New Zealand",163.896,LCD (LED),94.14,371,Available,6,164
165027,PHILIPS,55PUT7129/98,"Australia,New Zealand",138.736,LCD (LED),105,411,Available,4,139
165026,PHILIPS,24HFL4518/97,"Australia,Fiji,New Zealand",59.774,LCD (LED),16.9,69,Available,5.5,60
165022,PHILIPS,32HFL4518/97,"Australia,Fiji,New Zealand",80.054,LCD (LED),24.9,106,Available,5.5,80
165017,PHILIPS,65PUT7129/98,"Australia,New Zealand",163.896,LCD (LED),122,488,Available,4.5,164
164999,PHILIPS,85BFL2214/97,"Australia,Fiji,New Zealand",214.783,LCD (LED),114.6,463,Available,7,215
164996,JVC,LT-42NQ5155A,Australia,105.422,LCD,38.2,150,Available,6,105
164955,BLAUPUNKT,BP58WOS,"Australia,Fiji,New Zealand",146.068,LCD,112.086,433,Available,4,146
164926,KONIC,KUD55GS677AM,New Zealand,138.783,LCD (LED),93.1,342,Available,4.5,139
164909,KOGAN,**********32**********,"Australia,Fiji,New Zealand",80.029,LCD (LED),31.84,131,Available,5,80
164908,KOGAN,**********24**********,"Australia,Fiji,New Zealand",59.816,LCD (LED),23.98,95,Available,4.5,60
164907,HYUNDAI,H55UHDMLDGTV,Australia,138.798,LCD (LED),92.2,379,Available,4.5,139
164862,EKO,K70USW3,"Australia,Fiji,New Zealand",176.57,LCD (LED),182.3,850,Available,2.5,177
164845,ENGLAON,LED40X90,"Australia,New Zealand",100.332,LCD (LED),38.6,152,Available,5.5,100
164843,ENGLAON,LED32X90,"Australia,New Zealand",80.131,LCD (LED),37.1,145,Available,4.5,80
164838,ENGLAON,LED24X90,"Australia,New Zealand",59.822,LCD (LED),28.3,106,Available,4,60
164639,EKO,K55USW3,"Australia,Fiji,New Zealand",138.783,LCD (LED),102,379,Available,4.5,139
164636,BAUHN,ATV43FHDW-****,Australia,107.978,LCD,44.2,172,Available,6,108
164586,KOGAN,**********86**********,"Australia,Fiji,New Zealand",217.518,LCD (LED),298.5,1117,Available,3.5,218
164582,AIWA,AWS420W,Australia,105.415,LCD (LED),51.78,210,Available,4.5,105
164539,ALTIUS,AT32HDW2-BCF,Australia,80.043,LCD (LED),27.036,102,Available,6,80
164534,HYUNDAI,H75UHDQLDZEN,"Australia,Fiji,New Zealand",189.34,LCD (LED),130.146,477,Available,6,189
164532,HYUNDAI,H65UHDQLDZEN,"Australia,Fiji,New Zealand",165.332,LCD (LED),101.54,373,Available,6,165
164519,HYUNDAI,H55UHDQLDZEN,"Australia,Fiji,New Zealand",138.783,LCD (LED),72.83,268,Available,6,139
164513,HYUNDAI,H50UHDQLDZEN,Australia,125.731,LCD (LED),61.524,227,Available,6,126
164495,TECO,LED32IHRK,"Australia,Fiji,New Zealand",79.88,LCD (LED),35.6,140,Available,4.5,80
164364,KOGAN,KALED32F98 series,"Australia,Fiji,New Zealand",79.967,LCD (LED),37.86,152,Available,4,80
164267,KOGAN,KAQL85XQ98GS series,"Australia,Fiji,New Zealand",214.783,LCD (LED),226.38,868,Available,4.5,215
164261,BAUHN,ATV32HDW-0824,Australia,80.043,LCD (LED),27.14,101,Available,6,80
164205,SPHERE,S927,"Australia,New Zealand",68.599,LCD (LED),24.6,92,Available,5.5,69
164202,SPHERE,S924,"Australia,New Zealand",60.47,LCD (LED),19.64,74,Available,5.5,60
164195,QBELL,QT70WX8A,"Australia,Fiji,New Zealand",176.538,LCD (LED),128.9,550,Available,4.5,177
164193,QBELL,QT50WX8A,"Australia,Fiji,New Zealand",125.731,LCD (LED),94.37,400,Available,3,126
164014,KOGAN,KAQL75XQ98GSVA series,"Australia,Fiji,New Zealand",189.306,LCD (LED),159.6,643,Available,4.5,189
164013,AIWA,AWC320WZ,"Australia,Fiji,New Zealand",79.967,LCD (LED),38.6,145,Available,4.5,80
164012,AIWA,AWC240WZ,"Australia,Fiji,New Zealand",59.774,LCD (LED),26.3,105,Available,4,60
163852,JVC,JVG3B5523Q,New Zealand,138.711,LCD (LED),76.8,304,Available,5.5,139
163822,LG,98UT9######,"Australia,Fiji,New Zealand",247.695,LCD (LED),354.9,1434,Available,3.5,248
163784,EKO,K400FAT,"Australia,Fiji,New Zealand",100.332,LCD (LED),40,166,Available,5.5,100
163759,TCL,55A300W,"Australia,Fiji,New Zealand",138.711,LCD (LED),90.7,372,Available,4.5,139
163758,TCL,65A300W,"Australia,Fiji,New Zealand",163.829,LCD (LED),103.5,425,Available,5,164
163755,TCL,75A300W,"Australia,Fiji,New Zealand",189.306,LCD (LED),115.4,500,Available,5.5,189
163739,TCL,85A300W,"Australia,Fiji,New Zealand",214.783,LCD (LED),143.6,600,Available,6,215
163736,LG,65UM662H4LC,"Australia,New Zealand",163.897,LCD (LED),56,207,Available,8,164
163735,LG,55UM662H4LC,"Australia,New Zealand",138.783,LCD (LED),49,181,Available,7,139
163734,LG,50UM662H4LC,"Australia,New Zealand",125.727,LCD (LED),40,149,Available,7,126
163703,LG,43UM662H4LC,"Australia,New Zealand",107.987,LCD (LED),36,134,Available,7,108
163671,JVC,"19"" smart",Australia,47.013,LCD,19.4,73,Available,4,47
163622,TOSHIBA,43V35NP,"Australia,New Zealand",107.954,LCD (LED),33.62,137,Available,7,108
163621,TOSHIBA,32V35NP,"Australia,New Zealand",80.039,LCD (LED),24.17,97,Available,6,80
163618,HISENSE,70A6N Series,"Australia,New Zealand",176.537,LCD (LED),103.99,430,Available,6,177
163530,EKO,K65USW3,"Australia,Fiji,New Zealand",165.366,LCD,120,465,Available,5,165
163518,BLAUPUNKT,BP550USG9800,"Australia,Fiji,New Zealand",138.783,LCD,88.8,340,Available,5,139
163516,BAUHN,ATV55UHDW-****,"Australia,Fiji,New Zealand",138.783,LCD (LED),69.65,256,Available,6,139
163494,EKO,K550UGT2,"Australia,Fiji,New Zealand",138.783,LCD,88.8,340,Available,5,139
163478,KOGAN,**********70**********,"Australia,Fiji,New Zealand",176.538,LCD (LED),138.82,538,Available,5,177
163413,KOGAN,KAQL65XQ98GST*,"Australia,Fiji,New Zealand",163.896,LCD (LED),144.5,579,Available,4,164
163030,AIWA,AWS500G,Australia,125.731,OLED,64.6,276,Available,5,126
163000,AOA,LTW32HD,"Australia,Fiji,New Zealand",80.039,LCD,31.92,119,Available,5,80
162999,AOA,LTW40FHD,"Australia,Fiji,New Zealand",100.336,LCD,47.23,176,Available,5,100
162968,EKO,K700UGT2,"Australia,Fiji,New Zealand",176.538,LCD,142.1,530,Available,5,177
162967,EKO,K75USWW,"Australia,Fiji,New Zealand",189.34,LCD,162.1,600,Available,5,189
162964,EKO,K750UGT2,"Australia,Fiji,New Zealand",189.34,LCD,163.1,610,Available,5,189
162926,EKO,K70USW3,"Australia,Fiji,New Zealand",176.538,LCD,143.1,530,Available,5,177
162908,LG,86UT811C0LA,"Australia,New Zealand",217.425,LCD (LED),212,776,Available,5,217
162907,LG,86UT801C0SB,"Australia,New Zealand",217.425,LCD (LED),212,776,Available,5,217
162906,LG,75UT811C0LA,"Australia,New Zealand",189.275,LCD (LED),165,605,Available,5,189
162904,LG,75UT801C0SB,"Australia,New Zealand",189.275,LCD (LED),165,605,Available,5,189
162903,LG,65UT801C0SB,"Australia,New Zealand",163.897,LCD (LED),120,441,Available,5,164
162901,LG,65UT801C0LA,"Australia,New Zealand",163.897,LCD (LED),120,441,Available,5,164
162899,LG,55UT801C0SB,"Australia,New Zealand",138.783,LCD (LED),97,357,Available,4.5,139
162898,LG,55UT801C0LA,"Australia,New Zealand",138.783,LCD (LED),97,357,Available,4.5,139
162896,LG,50UT801C0SB,"Australia,New Zealand",125.727,LCD (LED),83,305,Available,4.5,126
162891,LG,50UT801C0LA,"Australia,New Zealand",125.727,LCD (LED),83,305,Available,4.5,126
162889,LG,43UT801C0SB,"Australia,New Zealand",107.987,LCD (LED),70,258,Available,4,108
162888,LG,43UT801C0LA,"Australia,New Zealand",107.987,LCD (LED),73,269,Available,4,108
162834,KOGAN,**********100**********,"Australia,Fiji,New Zealand",253.136,LCD (LED),379.07,1497,Available,3.5,253
162831,KOGAN,**********85**********,"Australia,Fiji,New Zealand",215.329,LCD (LED),280.55,1090,Available,3.5,215
162825,AIWA,AWS700W,Australia,176.563,LCD (LED),140.89,576,Available,4.5,177
162778,SAMSUNG ELECTRONICS,UA85DUE800W,"Australia,Fiji,New Zealand",214.783,LCD (LED),195,715,Available,5,215
162776,SAMSUNG ELECTRONICS,UA75DUE800W,"Australia,Fiji,New Zealand",189.338,LCD (LED),163,598,Available,5,189
162775,SAMSUNG ELECTRONICS,UA65DUE800*,"Australia,Fiji,New Zealand",163.897,LCD (LED),122,448,Available,5,164
162773,SAMSUNG ELECTRONICS,UA55DUE800*,"Australia,Fiji,New Zealand",138.783,LCD (LED),97,357,Available,4.5,139
162772,PANASONIC,TV-75W95AGZ,New Zealand,189.321,LCD (LED),109.77,446,Available,6,189
162770,SAMSUNG ELECTRONICS,UA50DUE800*,"Australia,Fiji,New Zealand",125.727,LCD (LED),83,306,Available,4.5,126
162769,SAMSUNG ELECTRONICS,UA43DUE800*,"Australia,Fiji,New Zealand",107.987,LCD (LED),71,262,Available,4,108
162760,PANASONIC,TV-65W95AGZ,New Zealand,163.897,LCD (LED),93.25,380,Available,5.5,164
162755,PANASONIC,TV-55W95AGZ,New Zealand,138.783,LCD (LED),72.6,296,Available,5.5,139
162752,EKO,K55USW3,"Australia,Fiji,New Zealand",138.783,LCD,87.3,323,Available,5,139
162737,BLAUPUNKT,BP320HSG9700,"Australia,Fiji,New Zealand",80.039,LCD (LED),24.687,130,Available,5,80
162697,LINSAR,LS60UHDNF23,"Australia,Fiji,New Zealand",152.663,LCD,81.288,299,Available,6,153
162688,BROOKLYN,BM32WOSDVD,"Australia,Fiji,New Zealand",80.039,LCD (LED),33.5,125,Available,5,80
162667,HISENSE,65UXAU,Australia,163.896,LCD (LED),137.97,569,Available,4,164
162656,HISENSE,75U8NAU,Australia,189.34,LCD (LED),177.17,720,Available,4,189
162655,HISENSE,65U8N Series,Australia,163.896,LCD (LED),151.8,639,Available,3.5,164
162654,HISENSE,85U8NAU,Australia,214.783,LCD (LED),262.49,1079,Available,3.5,215
162653,EKO,K320HGT,"Australia,Fiji,New Zealand",80.039,LCD,29.6,130,Available,5,80
162652,HISENSE,40A4N,"Australia,New Zealand",100.332,LCD (LED),29.07,121,Available,7,100
162651,HISENSE,32A4N,"Australia,New Zealand",80.04,LCD (LED),22.8,93,Available,6,80
162640,AIWA,AWS400W,Australia,100.332,LCD (LED),48.76,198,Available,4.5,100
162553,KOGAN,KAQL55XQ98GST*,"Australia,Fiji,New Zealand",138.783,LCD (LED),92.8,378,Available,4.5,139
162547,EKO,K50USW3,"Australia,Fiji,New Zealand",125.731,LCD (LED),86,317,Available,4.5,126
162501,KONKA,KDL32GA683AN,New Zealand,80.039,LCD (LED),29.55,125,Available,5,80
162499,KONKA,KDL40GA683AN,New Zealand,100.332,LCD (LED),36.91,151,Available,6,100
162498,KONKA,KUD50XG684AN,New Zealand,125.731,LCD (LED),60.564,236,Available,5.5,126
162496,KONKA,KUD55XG684AN,New Zealand,138.783,LCD (LED),82.11,319,Available,5,139
162494,KONKA,KUD65XG684AN,New Zealand,163.896,LCD (LED),114.354,442,Available,5,164
162485,BAUHN,ATV75UHDW-0924,"Australia,Fiji,New Zealand",189.34,LCD,133.54,490,Available,6,189
162484,LINSAR,LS24HDNF-12V,"Australia,Fiji,New Zealand",59.774,LCD,15.1,66,Available,6,60
162457,LG,75UT80506LA,"Australia,New Zealand",189.275,LCD (LED),165,605,Available,5,189
162445,LOEWE,BILD S.77,Australia,194.738,OLED,220,833,Available,3.5,195
162443,CHIQ,U98F8TG PRO,"Australia,Fiji,New Zealand",247.691,LCD (LED),299.4,1233,Available,4,248
162441,JVC,LT-55N7115A11E,Australia,138.711,LCD (LED),60.9,247,Available,6,139
162374,EKO,K55USTW,"Australia,Fiji,New Zealand",138.783,LCD,115.9,426,Available,4,139
162368,EKO,K65USTW,"Australia,Fiji,New Zealand",163.896,LCD,126.1,463,Available,5,164
162367,KOGAN,KAOD65X98JST*,"Australia,Fiji,New Zealand",163.897,OLED,112.7,459,Available,5,164
162239,KOGAN,KALED42T96Q*,"Australia,Fiji,New Zealand",105.055,LCD (LED),54.39,205,Available,5,105
162237,KOGAN,75T96 series,"Australia,Fiji,New Zealand",189.34,LCD (LED),180,680,Available,4.5,189
162235,KOGAN,KAQL65T96QC,"Australia,Fiji,New Zealand",163.896,LCD (LED),147.44,580,Available,4,164
162234,KOGAN,KAQL50T96QC,"Australia,Fiji,New Zealand",125.731,LCD (LED),99.42,395,Available,3.5,126
162231,KOGAN,KALED32T96Q*,"Australia,Fiji,New Zealand",80.147,LCD (LED),35.2,145,Available,4.5,80
162230,KOGAN,KAQL55T96QC,"Australia,Fiji,New Zealand",138.783,LCD (LED),115,425,Available,4,139
162209,BLAUPUNKT,BP85WOS2,"Australia,Fiji,New Zealand",214.696,LCD (LED),197.27,722,Available,5,215
162206,SVISION,SVU50WOS,"Australia,Fiji,New Zealand",125.731,LCD,85.767,315,Available,4.5,126
162190,KOGAN,KALED55U94V Series,"Australia,Fiji,New Zealand",138.711,LCD (LED),73.6,375,Available,4.5,139
162156,BLAUPUNKT,BP850WOSQ,"Australia,Fiji,New Zealand",214.783,LCD,257.2,980,Available,3.5,215
162085,BAUHN,ATV70UHDW-0624,Australia,176.555,LCD (LED),109.038,400,Available,6,177
162083,HISENSE,100Q7NAU,Australia,252.784,LCD (LED),252.1,999,Available,5,253
162082,TOSHIBA,100Z670NP,"Australia,New Zealand",252.784,LCD (LED),264.81,1070,Available,5,253
162081,TOSHIBA,85Z870NP,"Australia,New Zealand",214.783,LCD (LED),236.68,969,Available,4,215
162080,TOSHIBA,75Z870NP,"Australia,New Zealand",189.34,LCD (LED),169.46,683,Available,4.5,189
162079,TOSHIBA,65Z870NP,"Australia,New Zealand",163.896,LCD (LED),157.4,639,Available,3.5,164
162078,TOSHIBA,55Z870NP,"Australia,New Zealand",138.783,LCD (LED),106.46,426,Available,4,139
162059,TCL,85C745 Pro,"Australia,Fiji,New Zealand",214.783,LCD (LED),160.8,750,Available,5,215
162012,SYLVOX,KT16K0KOGA,"Australia,Fiji,New Zealand",39.487,LCD (LED),14.7,56,Available,4.5,39
161867,KOGAN,KAOD55X98JST*,"Australia,Fiji,New Zealand",138.783,OLED,88.3,378,Available,4.5,139
161849,AIWA,AWC320G,Australia,80.054,LCD (LED),28.6,116,Available,5.5,80
161820,KOGAN,KALED19PRIZE,"Australia,Fiji,New Zealand",47.013,LCD,15.8718,62,Available,5,47
161804,SAMSUNG ELECTRONICS,QA75LST7DA*,"Australia,Fiji,New Zealand",189.338,LCD (LED),322,1178,Available,2,189
161802,SAMSUNG ELECTRONICS,QA65LST7DA*,"Australia,Fiji,New Zealand",163.897,LCD (LED),260,952,Available,1.5,164
161772,HISENSE,85Q6N series,"Australia,New Zealand",214.783,LCD (LED),172.13,696,Available,5.5,215
161771,HISENSE,75Q6N series,"Australia,New Zealand",189.34,LCD (LED),120.56,489,Available,6,189
161770,HISENSE,65Q6N series,"Australia,New Zealand",163.896,LCD (LED),90.42,369,Available,6,164
161769,HISENSE,55Q6N series,"Australia,New Zealand",138.783,LCD (LED),59.97,239,Available,6,139
161768,HISENSE,50Q6N series,"Australia,New Zealand",125.731,LCD (LED),55.49,227,Available,6,126
161767,HISENSE,43Q6N series,"Australia,New Zealand",107.95,LCD (LED),55.02,229,Available,4.5,108
161764,HISENSE,85U6N series,"Australia,New Zealand",214.783,LCD (LED),189.93,780,Available,5,215
161763,HISENSE,75U6N series,"Australia,New Zealand",189.34,LCD (LED),133.76,547,Available,5.5,189
161762,HISENSE,65U6N series,"Australia,New Zealand",163.896,LCD (LED),99.95,416,Available,5.5,164
161761,HISENSE,55U6N series,"Australia,New Zealand",138.783,LCD (LED),79.98,339,Available,5,139
161755,BLAUPUNKT,BP100WOSQ,"Australia,Fiji,New Zealand",247.695,LCD (LED),350,1284,Available,4,248
161688,SVISION,SV43FWOS,"Australia,Fiji,New Zealand",107.953,LCD,40.1,165,Available,6,108
161603,KOGAN,KAOD48X98JST*,"Australia,Fiji,New Zealand",120.719,OLED,80.3,331,Available,4,121
161547,TELEFUNKEN,TL55QGG,"Australia,Fiji,New Zealand",138.783,LCD (LED),103,379,Available,4.5,139
161493,LG,32LN660HBSD,"Australia,New Zealand",80.043,LCD (LED),24,90,Available,6,80
161449,EKO,K550UGT2,"Australia,Fiji,New Zealand",138.783,LCD,75.18,277,Available,5.5,139
161347,PANASONIC,TV-77Z93AGZ,New Zealand,194.712,OLED,170,625,Available,5,195
161342,PANASONIC,TV-65Z95AGZ,New Zealand,163.853,OLED,146,538,Available,4,164
161338,PANASONIC,TV-55Z95AGZ,New Zealand,138.818,OLED,122,450,Available,3.5,139
161335,PANASONIC,TV-65Z85AGZ,New Zealand,163.853,OLED,140,515,Available,4.5,164
161333,PANASONIC,TV-55Z85AGZ,New Zealand,138.818,OLED,103,380,Available,4.5,139
161318,PANASONIC,TV-48Z85AGZ,New Zealand,120.703,OLED,84,311,Available,4,121
161317,PANASONIC,TV-42Z85AGZ,New Zealand,105.52,OLED,73,271,Available,3.5,106
161254,BLAUPUNKT,BP32WOSDVD,"Australia,Fiji,New Zealand",80.039,LCD (LED),33.5,125,Available,5,80
161247,KOGAN,KAQL75MQ9T*,"Australia,Fiji,New Zealand",189.306,LCD (LED),145.4,609,Available,5,189
161213,TELEFUNKEN,TL320GQ,"Australia,Fiji,New Zealand",80.131,LCD (LED),32.5,131,Available,5,80
161192,SAMSUNG ELECTRONICS,QA55LST7DA*,"Australia,Fiji,New Zealand",138.783,LCD (LED),206,755,Available,1,139
161150,BLAUPUNKT,BP400FSG9800,"Australia,Fiji,New Zealand",100.332,LCD (LED),41,173,Available,5,100
161139,BLAUPUNKT,BP550USG9800,"Australia,Fiji,New Zealand",138.783,LCD,75.18,277,Available,5.5,139
161124,BLAUPUNKT,BP430FSG9800,"Australia,Fiji,New Zealand",107.825,LCD (LED),50.67,208,Available,5,108
161103,AIWA,AWS500W,Australia,125.731,LCD (LED),57.2,211,Available,6,126
161085,BLAUPUNKT,BP650USG9900,"Australia,Fiji,New Zealand",165.633,LCD (LED),120,483,Available,4.5,166
161084,BLAUPUNKT,BP500USG9800,"Australia,Fiji,New Zealand",125.731,LCD (LED),91,370,Available,3.5,126
161060,EKO,K430FGT,"Australia,Fiji,New Zealand",107.825,LCD (LED),50.67,208,Available,5,108
161047,TELEFUNKEN,TL24HSWDTA,"Australia,Fiji,New Zealand",60.47,LCD,28.7,107,Available,4,60
161017,BLAUPUNKT,BP650USG9800,"Australia,Fiji,New Zealand",163.896,LCD (LED),108.132,422,Available,5,164
160985,HISENSE,85U7N series,"Australia,New Zealand",214.783,LCD (LED),204.59,829,Available,4.5,215
160979,AIWA,AWC240G,Australia,59.774,LCD (LED),19.8,82,Available,5,60
160933,EKO,K70USW3,"Australia,Fiji,New Zealand",176.538,LCD (LED),128.9,550,Available,4.5,177
160920,BLAUPUNKT,BP750USG9800,"Australia,Fiji,New Zealand",189.34,LCD (LED),158,648,Available,4.5,189
160854,CHIQ,L32G7KPG,"Australia,Fiji,New Zealand",80.043,LCD (LED),23.3,116,Available,5.5,80
160850,TCL,115X955 Max,"Australia,Fiji,New Zealand",290.719,LCD (LED),600,2652,Available,2,291
160834,CHIQ,U70M9Q,"Australia,Fiji,New Zealand",176.539,LCD (LED),123.6,481,Available,5.5,177
160817,SYLVOX,RT40G3KOFA,"Australia,New Zealand",100.353,LCD,24.48,92,Available,8,100
160808,HUBBL,LT065A-04-FXTL,Australia,163.897,LCD (LED),64.71,240,Available,7,164
160788,EKO,K650UGT2,"Australia,Fiji,New Zealand",163.896,LCD (LED),108.132,422,Available,5,164
160785,JVC,LT-65N7115A11E,Australia,163.829,LCD (LED),104.2,415,Available,5.5,164
160729,JVC,JV100A5D,New Zealand,252.79,LCD (LED),295.9,1190,Available,4.5,253
160645,JVC,LT-40N5155A,Australia,100.332,LCD (LED),48.76,198,Available,4.5,100
160621,SYLVOX,KT16A0KOGA,"Australia,Fiji,New Zealand",39.487,LCD (LED),15.1,58,Available,4.5,39
160618,EKO,K70USW3,"Australia,Fiji,New Zealand",176.538,LCD (LED),161,667,Available,4,177
160616,TECO,LED70AUSRC,"Australia,Fiji,New Zealand",176.537,LCD (LED),135.9,532,Available,5,177
160557,TOSHIBA,85C350NP,"Australia,New Zealand",214.783,LCD (LED),150.59,599,Available,6,215
160546,TOSHIBA,75C350NP,"Australia,New Zealand",189.34,LCD (LED),95.06,389,Available,7,189
160545,TOSHIBA,65C350NP,"Australia,New Zealand",163.829,LCD (LED),89.74,369,Available,6,164
160544,TOSHIBA,55C350NP,"Australia,New Zealand",138.783,LCD (LED),63.7,269,Available,6,139
